"ASV_id","warmed_bacteria_gradient","warmed_bacteria","cooled_bacteria_gradient","cooled_bacteria","High Control","Low Control","Mid Control","Genus","Family","Phylum","Class","Order"
"278",0.03,0.08,0.12,-0.09,3.86,3.71,2.4,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"1315",-0.34,-0.29,0.12,-0.31,3.43,NA,3.22,"Gaiella","Gaiellaceae","Actinobacteria","Thermoleophilia","Gaiellales"
"1346",-0.03,0.09,0.12,-0.18,4.22,4.04,4.5,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"1324",-0.07,0.03,0.12,-0.31,NA,4.06,3.85,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"1139",-0.05,0.09,0.12,-0.31,5.79,5.43,5.66,NA,"Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"674",-0.13,-0.41,0.12,-0.01,3.48,3.21,3.93,NA,"Acetobacteraceae","Proteobacteria","Alphaproteobacteria","Acetobacterales"
"295",0.1,0.26,0.12,-0.19,4.44,4.78,5,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"334",-0.24,-0.1,0.11,-0.29,3.1,2.31,3.37,NA,"Myxococcaceae","Myxococcota","Myxococcia","Myxococcales"
"30",-0.2,-0.18,0.11,-0.24,3,NA,3.61,NA,NA,"Actinobacteria","MB-A2-108",NA
"490",0.13,0.16,0.11,-0.06,4.26,NA,NA,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"543",-0.05,0.01,0.11,-0.27,3.87,3.5,4.2,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"326",-0.04,0.03,0.11,-0.2,3.36,3.29,3.48,"Acidibacter","Unknown Family","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis"
"263",-0.03,0.03,0.11,-0.22,2.69,2.9,2.95,NA,"Opitutaceae","Verrucomicrobiota","Verrucomicrobiae","Opitutales"
"678",-0.26,-0.28,0.11,-0.1,3.99,3.88,3.85,"Pseudolabrys","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1023",-0.15,0.07,0.11,-0.29,3.92,3.19,3.67,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"438",-0.1,-0.03,0.11,-0.13,4.34,3.61,4.42,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"127",0.07,0.19,0.11,-0.25,NA,NA,2.71,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"614",-0.03,0.03,0.11,-0.17,3.93,3.34,3.77,NA,"Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"912",-0.2,-0.18,0.11,-0.25,4.39,3.97,3.75,"Puia","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1197",0.1,0.2,0.11,0.12,3.85,3.79,3.86,NA,"Blastocatellaceae","Acidobacteria","Blastocatellia","Blastocatellales"
"402",-0.19,-0.02,0.11,-0.27,3.36,3.23,3.43,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"1122",-0.2,-0.11,0.11,-0.24,4.49,3.9,4.75,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"1570",-0.28,-0.23,0.11,-0.26,4.7,4.54,4.66,NA,"A21b","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"160",-0.21,-0.16,0.11,-0.35,3.57,3.69,3.81,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"286",-0.04,0.17,0.11,-0.27,3.45,3.83,3.9,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"1308",-0.29,-0.2,0.11,-0.34,4.14,4.09,3.98,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"559",-0.07,0.08,0.11,-0.09,3.53,3.37,4.26,"Haliangium","Haliangiaceae","Myxococcota","Polyangia","Haliangiales"
"1099",-0.22,-0.04,0.11,-0.42,3.99,3.96,4.27,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"1115",-0.08,0.02,0.11,-0.22,3.06,3.14,3.33,NA,NA,"Acidobacteria","Subgroup 5",NA
"992",-0.19,-0.1,0.11,-0.24,4.37,3.87,3.62,NA,"Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"1582",-0.11,0,0.11,-0.21,4.32,4.45,4.57,NA,NA,"Chloroflexi","TK10",NA
"1463",-0.03,0.19,0.11,-0.19,4.06,NA,4.09,"Massilia","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"118",0.06,0.16,0.11,-0.17,3.14,3.87,3.87,"Zavarzinella","Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"1424",-0.1,-0.08,0.11,0.12,3.76,3.85,4.14,"Rhizobacter","Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1621",0.01,0.21,0.11,-0.43,3.52,3.61,3.88,NA,NA,"Chloroflexi","KD4-96",NA
"1208",0.08,0.24,0.11,-0.14,NA,NA,3.42,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"620",-0.09,0.08,0.11,-0.35,4.02,3.81,3.95,"Rhodoplanes","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"227",-0.1,0.02,0.1,-0.4,2.73,2.63,3.05,NA,NA,"Actinobacteria","MB-A2-108",NA
"1539",-0.11,-0.1,0.1,-0.21,3.92,4.42,3.97,"Burkholderia-Caballeronia-Paraburkholderia","Burkholderiaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1360",0.14,0.28,0.1,-0.14,NA,NA,3.15,NA,NA,"Chloroflexi","TK10",NA
"242",-0.42,-0.4,0.1,-0.31,3.58,3.64,4.08,NA,NA,"Acidobacteria","Acidobacteriae","Subgroup 2"
"1489",0.07,0.15,0.1,-0.14,3.76,3.78,3.87,NA,"Kineosporiaceae","Actinobacteria","Actinobacteria","Kineosporiales"
"1470",-0.11,-0.11,0.1,-0.19,3.54,3.28,3.25,NA,"Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"521",-0.04,-0.01,0.1,0.23,3.61,3.19,3.41,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"289",0.05,0.3,0.1,-0.19,NA,NA,3.55,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"1240",-0.18,-0.12,0.1,-0.19,4.16,3.92,4.09,NA,NA,"Chloroflexi","AD3",NA
"920",0.03,0.24,0.1,-0.19,3.33,4.04,3.46,"Segetibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"108",0.09,0.3,0.1,-0.14,3.33,3.31,3.41,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"410",-0.29,-0.33,0.1,-0.1,3.15,NA,NA,"Ellin516","Pedosphaeraceae","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales"
"1189",-0.04,0.06,0.1,0.02,NA,2.77,3.19,"Blastocatella","Blastocatellaceae","Acidobacteria","Blastocatellia","Blastocatellales"
"1544",-0.06,0.02,0.1,-0.33,3.73,2.67,2.79,NA,"SC-I-84","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1428",0,0.16,0.1,-0.22,4.93,4.74,5.02,"Piscinibacter","Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1056",0.13,0.39,0.1,-0.16,3.92,3.83,4.21,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"764",-0.15,-0.11,0.1,-0.14,4.45,3.82,4.22,"Rhodanobacter","Rhodanobacteraceae","Proteobacteria","Gammaproteobacteria","Xanthomonadales"
"1603",-0.16,-0.01,0.1,-0.22,3.6,3.9,4.01,"Lapillicoccus","Intrasporangiaceae","Actinobacteria","Actinobacteria","Micrococcales"
"513",-0.15,-0.14,0.1,-0.07,4.32,3.74,4.29,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"903",0.14,0.3,0.1,0.17,NA,2.89,3.41,"Chitinophaga","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1327",-0.05,0.09,0.1,-0.11,5.07,5.03,5.29,"Gaiella","Gaiellaceae","Actinobacteria","Thermoleophilia","Gaiellales"
"405",-0.12,-0.25,0.1,-0.08,3.99,3.64,3.29,NA,NA,NA,NA,NA
"1516",-0.32,-0.25,0.1,-0.35,3.96,3.19,4.03,NA,"A21b","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"780",-0.24,-0.17,0.09,-0.38,4.93,4.84,5.04,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"1264",0.06,0.08,0.09,0.05,2.79,3.22,3.34,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"394",-0.1,-0.02,0.09,-0.22,4.04,4.2,4.41,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"49",-0.22,-0.03,0.09,-0.35,3.64,3.86,3.65,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"1088",-0.06,0.03,0.09,-0.16,4.88,NA,4.63,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"1225",-0.23,-0.23,0.09,-0.07,3.97,3.2,3.51,"Streptomyces","Streptomycetaceae","Actinobacteria","Actinobacteria","Streptomycetales"
"382",-0.01,0.1,0.09,-0.07,3.33,3.46,3.59,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"495",-0.25,-0.17,0.09,-0.29,3.74,3.22,3.58,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"808",0.12,0.27,0.09,0.12,NA,NA,4.11,NA,"KD3-93","Bacteroidota","Bacteroidia","Sphingobacteriales"
"340",-0.19,-0.05,0.09,-0.38,3.85,3.67,4.15,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"133",-0.14,-0.06,0.09,-0.33,3.51,3.96,3.8,"Singulisphaera","Isosphaeraceae","Planctomycetota","Planctomycetes","Isosphaerales"
"902",-0.08,-0.01,0.09,-0.08,3.7,1.95,3.83,"Chitinophaga","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"159",-0.15,-0.07,0.09,-0.22,3.26,2.62,3.12,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"891",-0.22,-0.13,0.09,-0.15,2.83,NA,3.4,"Haliangium","Haliangiaceae","Myxococcota","Polyangia","Haliangiales"
"1156",-0.07,0.01,0.09,-0.04,2.85,2.58,3.16,"Candidatus Solibacter","Solibacteraceae","Acidobacteria","Acidobacteriae","Solibacterales"
"341",-0.2,-0.23,0.09,-0.27,3.64,3.68,3.46,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"130",-0.09,-0.12,0.09,-0.16,3.53,3.49,4.03,"Aquisphaera","Isosphaeraceae","Planctomycetota","Planctomycetes","Isosphaerales"
"147",0.03,0.13,0.09,-0.14,NA,NA,3.85,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"1436",-0.36,-0.39,0.09,-0.24,2.83,2.7,2.51,"Undibacterium","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"350",-0.16,-0.12,0.09,-0.11,4.52,4.15,4.15,NA,NA,"Proteobacteria","Gammaproteobacteria","WD260"
"345",0.04,0.13,0.09,-0.1,NA,3.22,3.29,"Candidatus Koribacter","Koribacteraceae","Acidobacteria","Acidobacteriae","Acidobacteriales"
"132",0.09,0.09,0.09,-0.01,4.11,3.61,NA,NA,"Isosphaeraceae","Planctomycetota","Planctomycetes","Isosphaerales"
"514",-0.14,-0.04,0.09,-0.26,3.66,3.61,3.76,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"66",-0.02,0.12,0.09,-0.07,3.59,3.13,3.55,"Pajaroellobacter","Polyangiaceae","Myxococcota","Polyangia","Polyangiales"
"279",-0.03,0.15,0.09,-0.12,2.87,2.54,2.96,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"906",-0.04,0.01,0.09,-0.06,3.73,2.77,3.45,"Sediminibacterium","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"104",-0.14,-0.28,0.09,-0.15,4,3.66,NA,"Nitrospira","Nitrospiraceae","Nitrospirota","Nitrospiria","Nitrospirales"
"672",0.06,0.03,0.09,0.13,3.1,3.42,3.12,NA,"Acetobacteraceae","Proteobacteria","Alphaproteobacteria","Acetobacterales"
"895",-0.08,0.04,0.09,-0.11,3.27,NA,2.75,"Cellvibrio","Cellvibrionaceae","Proteobacteria","Gammaproteobacteria","Cellvibrionales"
"1251",0.05,0.22,0.08,-0.2,3.96,4.15,4.08,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"656",-0.16,-0.08,0.08,-0.26,7.06,6.96,6.94,NA,"Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"73",-0.11,-0.1,0.08,-0.07,4.43,4.04,4.2,"Aetherobacter","Polyangiaceae","Myxococcota","Polyangia","Polyangiales"
"1337",-0.03,0.18,0.08,-0.12,NA,NA,3.35,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"497",-0.07,0,0.08,-0.03,3.95,4.13,4.16,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"755",-0.12,-0.04,0.08,-0.22,3.19,2.48,NA,"Arenimonas","Xanthomonadaceae","Proteobacteria","Gammaproteobacteria","Xanthomonadales"
"922",-0.04,0.04,0.08,-0.21,3.14,NA,3.37,NA,"Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1082",-0.1,0.06,0.08,-0.18,4.23,4.18,4.65,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"149",-0.27,-0.31,0.08,-0.29,3.32,2.7,3.35,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"1236",0.11,0.13,0.08,-0.02,3.73,3.84,3.84,NA,NA,"Actinobacteria","Acidimicrobiia","IMCC26256"
"1341",0.02,0.06,0.08,-0.08,3.91,NA,4.02,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"667",0.12,0.22,0.08,-0.14,4.01,3.9,4.11,NA,"Acetobacteraceae","Proteobacteria","Alphaproteobacteria","Acetobacterales"
"1537",-0.2,-0.16,0.08,-0.32,3.54,3.63,3.53,NA,"SC-I-84","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"388",0,-0.01,0.08,-0.03,2.93,3.56,3.59,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"1227",-0.07,0.15,0.08,-0.3,NA,2.83,3.62,"Actinomadura","Thermomonosporaceae","Actinobacteria","Actinobacteria","Streptosporangiales"
"1237",-0.16,-0.09,0.08,-0.14,3.54,3.81,NA,NA,NA,"Actinobacteria","Acidimicrobiia","IMCC26256"
"433",-0.21,-0.16,0.08,-0.26,4.95,4.65,4.69,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"488",0.07,0.17,0.08,-0.18,4.9,4.91,4.9,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1221",-0.09,-0.02,0.08,0.01,NA,3.81,4.55,"Streptomyces","Streptomycetaceae","Actinobacteria","Actinobacteria","Streptomycetales"
"1545",-0.1,0.01,0.08,-0.3,3.98,3.78,4.15,NA,"SC-I-84","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1573",-0.17,-0.12,0.08,-0.12,3.73,3.54,3.89,NA,"SC-I-84","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1083",-0.12,-0.04,0.08,-0.15,5.84,5.45,5.46,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"1160",-0.31,-0.25,0.08,-0.33,3.82,4.19,NA,"Candidatus Solibacter","Solibacteraceae","Acidobacteria","Acidobacteriae","Solibacterales"
"166",-0.3,-0.27,0.08,-0.23,3.65,3.4,3.69,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"1441",-0.12,0,0.08,-0.16,3.91,3.84,4.07,"Variovorax","Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"520",0.06,0.07,0.08,-0.2,NA,NA,NA,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"791",0.02,0.02,0.08,-0.26,3.75,3.54,3.77,"Granulicella","Acidobacteriaceae (Subgroup 1)","Acidobacteria","Acidobacteriae","Acidobacteriales"
"1230",-0.04,0.02,0.08,0.21,3.3,3.56,3.45,"Actinoallomurus","Thermomonosporaceae","Actinobacteria","Actinobacteria","Streptosporangiales"
"1442",-0.03,0.03,0.08,0.09,2.77,2.65,3.12,"Limnobacter","Burkholderiaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"848",-0.07,-0.11,0.08,-0.15,4.69,4.07,3.8,"Hyphomicrobium","Hyphomicrobiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"793",-0.13,-0.1,0.08,-0.27,3.7,3.82,3.61,"Granulicella","Acidobacteriaceae (Subgroup 1)","Acidobacteria","Acidobacteriae","Acidobacteriales"
"998",0.14,0.29,0.08,-0.14,NA,2.2,3.25,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"35",-0.18,-0.14,0.08,-0.2,3.64,3.74,4.27,NA,NA,"Cyanobacteria","Cyanobacteriia","Chloroplast"
"782",-0.19,-0.08,0.07,-0.33,4.69,4.23,4.38,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"1519",-0.06,0.03,0.07,-0.09,4.13,4.02,4.05,NA,"A21b","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1153",-0.15,-0.09,0.07,-0.23,3.82,3.53,3.46,"Bryobacter","Bryobacteraceae","Acidobacteria","Acidobacteriae","Bryobacterales"
"1141",-0.2,-0.15,0.07,-0.34,5.9,4.8,5.02,NA,"Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"93",0.02,0.19,0.07,-0.25,3.19,3.43,3.58,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"551",-0.21,-0.16,0.07,-0.14,4.99,3.91,4.47,NA,NA,"Acidobacteria","Vicinamibacteria","Subgroup 17"
"397",-0.36,-0.37,0.07,-0.32,2.97,3.61,2.67,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"554",0.02,0.15,0.07,-0.22,4.02,3.95,4.42,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"237",-0.31,-0.29,0.07,-0.14,4.33,NA,NA,NA,NA,"Acidobacteria","Acidobacteriae","Subgroup 2"
"1548",-0.14,-0.03,0.07,-0.24,5.06,4.8,4.82,NA,"A21b","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1423",-0.2,-0.18,0.07,-0.08,3.41,NA,NA,"Rhizobacter","Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"901",-0.02,0.16,0.07,-0.23,3.3,3.09,3.24,"Flavisolibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"169",-0.08,-0.03,0.07,-0.18,3.81,NA,NA,NA,NA,"Planctomycetota","Planctomycetes","Planctomycetales"
"1602",0.13,0.32,0.07,0.21,2.94,NA,3.45,NA,"Intrasporangiaceae","Actinobacteria","Actinobacteria","Micrococcales"
"142",0.13,0.24,0.07,-0.07,1.39,3.22,2.71,"Gemmata","Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"642",-0.07,-0.12,0.07,0.25,3.96,3.52,4.16,"Psychroglaciecola","Beijerinckiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"861",0.13,0.25,0.07,0,3.99,3.88,4.33,"Chthonomonas","Chthonomonadaceae","Armatimonadota","Chthonomonadetes","Chthonomonadales"
"1580",-0.21,-0.28,0.07,-0.34,2.83,3.18,3.64,NA,NA,"Chloroflexi","TK10",NA
"745",0.05,0.06,0.07,-0.07,3.3,3.76,3.84,"Methylorosula","Beijerinckiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1062",-0.17,-0.13,0.07,-0.2,5.46,4.8,5.07,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"1382",-0.2,-0.14,0.07,-0.32,4.16,4.02,3.66,"HSB OF53-F07","Ktedonobacteraceae","Chloroflexi","Ktedonobacteria","Ktedonobacterales"
"1355",-0.07,0.05,0.07,-0.24,3.32,3.74,3.57,NA,NA,"Actinobacteria","Acidimicrobiia","IMCC26256"
"1336",0.18,0.34,0.07,0.15,NA,3.64,3.57,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"1498",0.05,0.2,0.07,-0.04,3.28,3.25,3.65,"Angustibacter","Kineosporiaceae","Actinobacteria","Actinobacteria","Kineosporiales"
"908",0.07,0.24,0.07,-0.18,4.83,4.67,4.96,NA,"Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"347",0.03,0.11,0.07,-0.03,3.05,2.61,3.32,NA,NA,"Proteobacteria","Gammaproteobacteria","R7C24"
"366",0.15,0.21,0.07,-0.2,NA,NA,NA,"Roseisolibacter","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"696",0.19,0.41,0.07,-0.06,3.33,3.59,3.78,"Belnapia","Acetobacteraceae","Proteobacteria","Alphaproteobacteria","Acetobacterales"
"216",-0.03,0.06,0.07,0.15,3.78,3.69,4.96,"Dactylosporangium","Micromonosporaceae","Actinobacteria","Actinobacteria","Micromonosporales"
"599",0.17,0.23,0.06,0.13,3.53,4.06,4.25,NA,NA,"Proteobacteria","Alphaproteobacteria","Elsterales"
"1211",-0.02,0.07,0.06,-0.12,4.14,4.6,NA,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1132",-0.02,0.05,0.06,-0.25,3.68,3.43,3.86,NA,"Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"418",-0.18,-0.04,0.06,-0.28,3.93,3.72,3.76,NA,"Pedosphaeraceae","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales"
"761",0.2,0.24,0.06,0.01,3.01,3.39,3.26,"Lysobacter","Xanthomonadaceae","Proteobacteria","Gammaproteobacteria","Xanthomonadales"
"962",-0.12,-0.11,0.06,-0.11,3.44,3.21,3.37,NA,NA,"Bacteroidota","Bacteroidia","Chitinophagales"
"507",-0.04,0.14,0.06,-0.19,4.38,4.2,5,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"931",-0.08,-0.01,0.06,0.08,3.73,3.88,3.95,"Ferruginibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"47",-0.25,-0.35,0.06,-0.17,3.45,3.23,3.33,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"1429",0.09,0.21,0.06,-0.2,3.81,4.04,3.69,"Xylophilus","Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"552",0.01,0.2,0.06,-0.2,3.52,3.35,3,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"973",-0.06,0.01,0.06,-0.2,4.24,4.11,4.23,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"842",-0.02,0.09,0.06,-0.2,3.7,3.6,4.06,"Ellin6055","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"1012",-0.03,0.12,0.06,-0.28,3.39,4.33,3.7,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"380",0.06,0.15,0.06,-0.22,3.6,2.89,3.12,"Anaeromyxobacter","Anaeromyxobacteraceae","Myxococcota","Myxococcia","Myxococcales"
"255",0,NA,0.06,0.09,NA,NA,4.2,NA,"Mitochondria","Proteobacteria","Alphaproteobacteria","Rickettsiales"
"256",0.06,0.09,0.06,NA,NA,NA,3.78,NA,"Mitochondria","Proteobacteria","Alphaproteobacteria","Rickettsiales"
"1150",-0.26,-0.15,0.06,-0.4,2.73,2.99,3.19,"Bryobacter","Bryobacteraceae","Acidobacteria","Acidobacteriae","Bryobacterales"
"1268",-0.03,0.06,0.06,-0.18,4.28,4.57,4.49,"Conexibacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1451",-0.19,-0.2,0.06,-0.22,3.88,3.51,4.01,"Collimonas","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"603",-0.05,0.04,0.06,-0.26,3.63,3.64,3.68,NA,NA,"Proteobacteria","Alphaproteobacteria","Elsterales"
"395",-0.22,-0.25,0.06,-0.05,4.52,4.39,4.3,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"218",0.04,0.11,0.06,-0.2,NA,NA,3.26,"Luedemannella","Micromonosporaceae","Actinobacteria","Actinobacteria","Micromonosporales"
"1",-0.17,-0.11,0.06,-0.17,2.41,1.99,2.74,NA,"A4b","Chloroflexi","Anaerolineae","SBR1031"
"661",-0.31,-0.37,0.06,-0.34,3.37,3.22,3.13,"Afipia","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1397",-0.01,0.06,0.06,0.06,NA,NA,3.99,"Solirubrobacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"196",-0.04,0.14,0.06,-0.27,3.45,3.7,3.95,NA,NA,"Actinobacteria","MB-A2-108",NA
"544",0.04,0.09,0.06,-0.01,3.68,NA,NA,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1492",-0.09,0.04,0.06,-0.1,4.42,4.26,4.18,"Nakamurella","Nakamurellaceae","Actinobacteria","Actinobacteria","Frankiales"
"1255",0.18,0.31,0.06,0.13,2.97,3.11,3.31,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"1363",-0.26,-0.31,0.06,-0.28,3.78,3.31,3.52,NA,NA,"Acidobacteria","Acidobacteriae","Subgroup 2"
"913",0.01,0.14,0.06,-0.09,3.14,3.15,3.6,"Flavitalea","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"439",-0.09,-0.08,0.06,-0.05,3.43,3.32,3.46,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"84",-0.06,0.04,0.06,-0.23,3.14,3.17,3.39,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"653",-0.14,-0.05,0.06,-0.3,6.19,6.1,5.94,"Bradyrhizobium","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1039",-0.17,-0.12,0.06,-0.3,4.26,4.31,4.14,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
