"ASV_id","warmed_bacteria_gradient","warmed_bacteria","cooled_bacteria_gradient","cooled_bacteria","High Control","Low Control","Mid Control","Genus","Family","Phylum","Class","Order"
"261",0.22,0.28,-0.12,0.01,NA,NA,NA,"Opitutus","Opitutaceae","Verrucomicrobiota","Verrucomicrobiae","Opitutales"
"959",0.06,0.08,-0.12,-0.08,3.76,NA,NA,"Ferruginibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"810",0.27,0.34,-0.12,-0.21,NA,NA,NA,"Mucilaginibacter","Sphingobacteriaceae","Bacteroidota","Bacteroidia","Sphingobacteriales"
"555",-0.01,-0.03,-0.12,-0.12,4.31,3.43,4.03,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"668",0.17,0.13,-0.12,0.14,NA,4.33,4.25,NA,"Acetobacteraceae","Proteobacteria","Alphaproteobacteria","Acetobacterales"
"1184",0.1,0.09,-0.12,-0.25,3.18,3.82,3.7,"Candidatus Solibacter","Solibacteraceae","Acidobacteria","Acidobacteriae","Solibacterales"
"1398",0.12,0.16,-0.12,-0.04,3.32,3.99,3.98,"Solirubrobacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1613",0.15,0.24,-0.12,-0.22,NA,3.61,NA,"Nocardioides","Nocardioidaceae","Actinobacteria","Actinobacteria","Propionibacteriales"
"590",-0.09,-0.13,-0.12,-0.17,4.09,2.56,NA,"Hyphomicrobium","Hyphomicrobiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1445",0.21,0.29,-0.12,-0.02,3.56,3.71,3.14,"Sphaerotilus","Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"832",0.17,0.24,-0.12,-0.06,NA,3.37,3.97,"Sphingomonas","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"1169",0.2,0.2,-0.12,0.16,NA,4.38,3.62,"Bryobacter","Bryobacteraceae","Acidobacteria","Acidobacteriae","Bryobacterales"
"1432",0.22,0.36,-0.12,-0.18,NA,3.91,3.95,"Ramlibacter","Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"885",0.1,0.13,-0.12,0.05,3.78,4.12,4.69,"Sphingomonas","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"727",-0.05,-0.17,-0.12,-0.1,4.77,4.27,5.03,NA,"Micropepsaceae","Proteobacteria","Alphaproteobacteria","Micropepsales"
"1027",0.13,0.16,-0.12,-0.17,NA,4.04,NA,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"1229",0.08,0.24,-0.12,-0.02,NA,3.74,3.28,NA,NA,"Actinobacteria","Actinobacteria","Frankiales"
"1453",0.06,0.1,-0.12,0.01,4.82,3.01,3.14,"Duganella","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1433",0.21,0.32,-0.12,-0.11,NA,3.22,3.87,"Ramlibacter","Comamonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1075",0.17,0.24,-0.12,-0.26,NA,3.09,NA,NA,NA,"Acidobacteria","Subgroup 5",NA
"1592",0.17,0.31,-0.12,-0.14,4.16,3.97,4.05,"Pseudonocardia","Pseudonocardiaceae","Actinobacteria","Actinobacteria","Pseudonocardiales"
"1223",0.16,0.23,-0.12,-0.23,NA,3.34,NA,"Streptomyces","Streptomycetaceae","Actinobacteria","Actinobacteria","Streptomycetales"
"834",0.27,0.34,-0.12,0.09,NA,3.69,2.89,"Qipengyuania","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"1359",0.18,0.25,-0.12,-0.22,NA,3.53,NA,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"1318",-0.02,-0.02,-0.12,-0.24,NA,3.83,NA,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"386",-0.05,0.01,-0.12,-0.3,3.52,3.29,2.94,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"947",0.16,0.24,-0.12,0.05,3.39,4.17,3.8,"Segetibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1595",0.04,0.11,-0.12,0.03,NA,3.18,3.47,"Actinomycetospora","Pseudonocardiaceae","Actinobacteria","Actinobacteria","Pseudonocardiales"
"1625",0.18,0.26,-0.12,0.13,3.81,4.31,4.36,"Paenisporosarcina","Planococcaceae","Firmicutes","Bacilli","Bacillales"
"896",0.11,0.15,-0.12,-0.13,NA,NA,NA,"Cellvibrio","Cellvibrionaceae","Proteobacteria","Gammaproteobacteria","Cellvibrionales"
"1116",-0.06,-0.02,-0.13,-0.14,NA,NA,NA,NA,NA,"Acidobacteria","Subgroup 5",NA
"1485",0.32,0.27,-0.13,0.36,3.83,3.59,4.36,"Blastococcus","Geodermatophilaceae","Actinobacteria","Actinobacteria","Frankiales"
"176",0.2,0.24,-0.13,-0.15,NA,NA,NA,NA,"env.OPS 17","Bacteroidota","Bacteroidia","Sphingobacteriales"
"1457",0.08,0.06,-0.13,0.24,4.5,3.38,NA,"Duganella","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"204",0.01,-0.16,-0.13,0.02,4.37,4.58,5.05,NA,"Micromonosporaceae","Actinobacteria","Actinobacteria","Micromonosporales"
"773",0,-0.09,-0.13,0.11,2.64,2.96,2.56,"Pirellula","Pirellulaceae","Planctomycetota","Planctomycetes","Pirellulales"
"1405",0.08,0.07,-0.13,0,4.35,4.55,4.39,"Solirubrobacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1260",0.13,0.07,-0.13,-0.01,4.05,4.42,4.71,"Conexibacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1323",0,0.05,-0.13,-0.15,NA,3.25,3.7,"Gaiella","Gaiellaceae","Actinobacteria","Thermoleophilia","Gaiellales"
"1374",0.08,0.16,-0.13,-0.09,2.56,3.26,4.06,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"1040",0.09,0.04,-0.13,-0.04,NA,4.17,NA,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"747",0.08,0.17,-0.13,-0.16,3.33,2.46,3.43,"Devosia","Devosiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1407",0.12,0.15,-0.13,-0.13,4.59,5.05,4.6,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"346",0.18,0.28,-0.13,-0.28,3.56,3.44,3.39,"Candidatus Koribacter","Koribacteraceae","Acidobacteria","Acidobacteriae","Acidobacteriales"
"638",-0.13,-0.04,-0.13,-0.2,4.04,3.93,4.06,NA,"Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1041",0,NA,-0.13,-0.22,NA,4.04,NA,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"98",0.15,0.27,-0.13,-0.07,2.6,2.61,3.19,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"1525",0.04,0.07,-0.13,-0.2,NA,3.97,NA,NA,"A21b","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1245",-0.06,-0.12,-0.13,-0.07,4.2,3.47,NA,NA,NA,"Chloroflexi","AD3",NA
"76",0.08,0.11,-0.13,-0.02,NA,NA,NA,NA,"BIrii41","Myxococcota","Polyangia","Polyangiales"
"1464",0.16,0.24,-0.14,-0.08,NA,4.48,4.63,"Galbitalea","Microbacteriaceae","Actinobacteria","Actinobacteria","Micrococcales"
"657",0.21,0.25,-0.14,-0.04,NA,3.07,3.5,"Tardiphaga","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1422",NA,NA,-0.14,-0.08,NA,NA,NA,"Aeromicrobium","Nocardioidaceae","Actinobacteria","Actinobacteria","Propionibacteriales"
"846",0.32,0.31,-0.14,0.08,NA,3.4,2.4,"Altererythrobacter","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"506",0.08,NA,-0.14,-0.25,NA,3.91,NA,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"46",0.25,0.24,-0.14,-0.17,4.03,4.37,4.2,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"742",0.03,-0.12,-0.14,0,3.09,3.14,NA,"Phyllobacterium","Rhizobiaceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"231",-0.03,-0.04,-0.14,-0.13,2.51,3.04,2.89,NA,NA,"WPS-2",NA,NA
"1373",0.28,0.29,-0.14,-0.12,NA,2.39,2.48,NA,NA,"Armatimonadota","Chthonomonadetes","Chthonomonadales"
"1379",0.02,0.05,-0.14,-0.16,NA,2.97,3.04,"JG30a-KF-32","Ktedonobacteraceae","Chloroflexi","Ktedonobacteria","Ktedonobacterales"
"273",0.15,0.19,-0.14,-0.1,NA,3.76,3.95,NA,NA,"Cyanobacteria","Cyanobacteriia","Chloroplast"
"241",0.02,-0.04,-0.14,-0.22,4.04,4.05,3.64,NA,NA,"Acidobacteria","Acidobacteriae","Subgroup 2"
"109",0.14,0.13,-0.14,-0.07,2.23,2.4,NA,"Zavarzinella","Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"343",0.25,0.25,-0.14,-0.07,NA,3.43,NA,"Candidatus Koribacter","Koribacteraceae","Acidobacteria","Acidobacteriae","Acidobacteriales"
"573",0.16,0.09,-0.14,-0.03,3.21,3.39,3.73,NA,"Nitrososphaeraceae","Crenarchaeota","Nitrososphaeria","Nitrososphaerales"
"80",0.06,0.12,-0.14,-0.02,3.93,3.58,3.91,NA,"BIrii41","Myxococcota","Polyangia","Polyangiales"
"434",0.18,0.22,-0.14,-0.19,4.24,4.72,4.36,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1289",0.1,0.17,-0.14,-0.12,3.53,3.74,3.56,"Conexibacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"887",0.22,0.23,-0.14,0.29,NA,3.49,3.17,"Polymorphobacter","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"698",0.31,0.34,-0.14,-0.1,NA,3.38,2.48,NA,"Caulobacteraceae","Proteobacteria","Alphaproteobacteria","Caulobacterales"
"494",0.19,0.22,-0.15,-0.01,NA,NA,NA,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"956",-0.13,NA,-0.15,-0.08,NA,NA,3.04,"Ferruginibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"14",0.23,0.24,-0.15,-0.22,3.7,4.16,3.96,"Acidothermus","Acidothermaceae","Actinobacteria","Actinobacteria","Frankiales"
"818",0.26,0.35,-0.15,-0.06,NA,3.5,3.78,"Pedobacter","Sphingobacteriaceae","Bacteroidota","Bacteroidia","Sphingobacteriales"
"3",-0.07,-0.04,-0.15,-0.04,NA,NA,NA,NA,"A4b","Chloroflexi","Anaerolineae","SBR1031"
"320",-0.08,0.06,-0.15,-0.33,2.91,3.66,3.81,NA,NA,"Acidobacteria","Holophagae","Subgroup 7"
"951",0.21,0.24,-0.15,-0.03,2.3,3.14,3.24,"Parafilimonas","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"665",NA,NA,-0.15,-0.02,NA,NA,NA,"Tardiphaga","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"491",0.21,NA,-0.15,-0.13,NA,3.97,NA,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"511",0.09,0.13,-0.15,-0.06,4.52,4.9,4.28,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"462",0.13,0.23,-0.15,-0.11,1.95,NA,2.08,"Prosthecobacter","Verrucomicrobiaceae","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales"
"392",NA,NA,-0.15,-0.24,NA,NA,NA,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"1604",0.18,0.26,-0.15,-0.06,NA,3.4,NA,NA,"Intrasporangiaceae","Actinobacteria","Actinobacteria","Micrococcales"
"1205",0,0,-0.15,-0.05,3.66,3.22,4.38,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"404",0.17,0.14,-0.15,0.16,4.22,3.26,3.09,NA,NA,"Myxococcota","bacteriap25",NA
"329",-0.04,-0.16,-0.15,0,3.32,3.55,NA,"Acidibacter","Unknown Family","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis"
"60",0.08,0.02,-0.15,0.1,NA,3.37,2.48,NA,"Sandaracinaceae","Myxococcota","Polyangia","Polyangiales"
"831",0.09,0.06,-0.15,-0.12,4,4.29,4.04,"Sphingomonas","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"532",-0.04,-0.09,-0.15,-0.23,4.81,4.98,4.07,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1202",0.16,0.18,-0.15,-0.18,3.11,3.48,3.37,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"1294",0.05,0.05,-0.15,-0.07,3.4,3.98,3.26,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"677",0.32,0.38,-0.15,0.06,3.47,3.93,4.08,NA,"Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"1597",0.19,0.26,-0.15,-0.13,NA,3.81,3.5,"Kutzneria","Pseudonocardiaceae","Actinobacteria","Actinobacteria","Pseudonocardiales"
"1552",0.06,0.03,-0.15,-0.01,3.55,3.55,3.56,"Burkholderia-Caballeronia-Paraburkholderia","Burkholderiaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"354",0.16,0.16,-0.16,-0.12,NA,NA,NA,"Acidibacter","Unknown Family","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis"
"146",-0.05,-0.07,-0.16,-0.26,4,3.95,4.18,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"471",0.16,0.07,-0.16,-0.07,NA,4.37,NA,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"822",0.27,0.27,-0.16,0.06,3.14,3.94,3.53,"Mucilaginibacter","Sphingobacteriaceae","Bacteroidota","Bacteroidia","Sphingobacteriales"
"957",0.23,0.31,-0.16,-0.23,NA,3.3,NA,"Ferruginibacter","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"859",0.12,0.11,-0.16,0,NA,3.58,3.23,"Subgroup 10","Thermoanaerobaculaceae","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales"
"1011",0.07,0.12,-0.16,-0.23,NA,NA,NA,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"78",NA,NA,-0.16,-0.03,NA,NA,NA,NA,"BIrii41","Myxococcota","Polyangia","Polyangiales"
"718",-0.15,-0.21,-0.16,-0.27,3.01,3.51,3.05,NA,"Micropepsaceae","Proteobacteria","Alphaproteobacteria","Micropepsales"
"1377",-0.05,-0.09,-0.16,-0.29,2.91,2.9,NA,"HSB OF53-F07","Ktedonobacteraceae","Chloroflexi","Ktedonobacteria","Ktedonobacterales"
"259",0.14,0.19,-0.16,-0.23,4.17,3.84,4.02,"Opitutus","Opitutaceae","Verrucomicrobiota","Verrucomicrobiae","Opitutales"
"1284",0.17,0.23,-0.16,0.01,NA,3.72,3.9,"Solirubrobacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1175",0.2,0.18,-0.16,0.18,3.14,3.24,3.32,"Bryobacter","Bryobacteraceae","Acidobacteria","Acidobacteriae","Bryobacterales"
"843",0.11,0.15,-0.16,-0.06,3.89,3.08,3.45,"Parablastomonas","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"1295",0.04,0.17,-0.16,-0.18,3.61,3.49,4.25,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"875",0.3,0.35,-0.16,-0.17,NA,3.52,3.37,"Sphingomonas","Sphingomonadaceae","Proteobacteria","Alphaproteobacteria","Sphingomonadales"
"1462",0.09,0.08,-0.16,-0.02,4.12,3.5,NA,"Duganella","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"396",0.24,0.16,-0.16,0.06,3.76,4.26,4.39,NA,NA,"Acidobacteria","Acidobacteriae","Acidobacteriales"
"44",0.17,0.19,-0.16,0.04,NA,3.92,3.5,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"1273",0.17,0.03,-0.17,-0.14,3.85,3.8,NA,"Conexibacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"1003",0.2,0.27,-0.17,0,3.47,3.32,3.58,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"759",0.22,0.29,-0.17,0.03,2.14,2.44,NA,"Lysobacter","Xanthomonadaceae","Proteobacteria","Gammaproteobacteria","Xanthomonadales"
"203",0.16,0.12,-0.17,0.12,3.52,3.67,4.08,"Actinoplanes","Micromonosporaceae","Actinobacteria","Actinobacteria","Micromonosporales"
"1214",0.04,0.04,-0.17,-0.03,NA,3.09,3.47,NA,"Blastocatellaceae","Acidobacteria","Blastocatellia","Blastocatellales"
"1556",0.14,0.24,-0.17,-0.15,NA,3.71,NA,"Georgfuchsia","Rhodocyclaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1356",0.14,NA,-0.17,-0.02,NA,3.27,NA,NA,NA,"Actinobacteria","Acidimicrobiia","IMCC26256"
"1025",0.27,0.31,-0.17,-0.18,NA,3.95,NA,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"898",0.07,0.08,-0.17,-0.13,2.71,3.06,2.4,"Luteibacter","Rhodanobacteraceae","Proteobacteria","Gammaproteobacteria","Xanthomonadales"
"492",0.16,0.21,-0.17,-0.17,5.64,6.42,6.25,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"690",0.24,0.3,-0.17,0,4.06,3.58,4.29,"Phenylobacterium","Caulobacteraceae","Proteobacteria","Alphaproteobacteria","Caulobacterales"
"806",-0.07,-0.04,-0.17,-0.13,NA,4.01,NA,"Flavobacterium","Flavobacteriaceae","Bacteroidota","Bacteroidia","Flavobacteriales"
"1628",0.19,0.24,-0.17,-0.11,3.56,3.94,3.87,"Lysinibacillus","Planococcaceae","Firmicutes","Bacilli","Bacillales"
"68",0.25,0.24,-0.17,-0.16,3.71,3.36,3.03,"Phaselicystis","Phaselicystidaceae","Myxococcota","Polyangia","Polyangiales"
"1339",0.25,0.26,-0.17,0.03,NA,2.91,3.33,NA,NA,"Actinobacteria","Thermoleophilia","Gaiellales"
"371",0.15,0.19,-0.17,-0.04,NA,2.4,NA,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"1454",0.24,0.22,-0.17,0.02,NA,3.41,NA,"Massilia","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"332",0.09,NA,-0.18,-0.22,NA,3.56,NA,NA,NA,"RCP2-54",NA,NA
"1090",0.15,NA,-0.18,-0.03,NA,3.56,NA,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"452",0.13,0.21,-0.18,-0.21,NA,3.43,3.3,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"694",0.28,0.33,-0.18,-0.05,NA,2.89,NA,NA,"Caulobacteraceae","Proteobacteria","Alphaproteobacteria","Caulobacterales"
"362",0.11,0.1,-0.18,-0.16,4.17,4.77,3.67,NA,"Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"772",0.17,0.02,-0.18,0,3.3,3.17,NA,"Pirellula","Pirellulaceae","Planctomycetota","Planctomycetes","Pirellulales"
"482",0.24,0.22,-0.18,-0.01,NA,3.76,NA,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"557",0.06,0.02,-0.18,-0.06,NA,3.4,3.18,NA,NA,"Acidobacteria","Vicinamibacteria","Vicinamibacterales"
"1044",0.33,0.32,-0.18,0.15,3.26,3.4,3.62,"RB41","Pyrinomonadaceae","Acidobacteria","Blastocatellia","Pyrinomonadales"
"1246",0.02,0.13,-0.18,-0.26,2.73,4.03,3.43,NA,NA,"Chloroflexi","AD3",NA
"99",0.3,0.26,-0.18,0.01,3.53,3.42,2.77,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"443",0.09,NA,-0.18,-0.13,NA,3.85,NA,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1415",0.12,0.11,-0.18,-0.04,4.45,4.59,4.57,"Mycobacterium","Mycobacteriaceae","Actinobacteria","Actinobacteria","Corynebacteriales"
"48",-0.05,-0.12,-0.18,-0.31,4.06,4,3.54,NA,"WD2101 soil group","Planctomycetota","Phycisphaerae","Tepidisphaerales"
"483",0.04,0.02,-0.18,-0.2,3.78,3.6,NA,"Candidatus Udaeobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1280",0.06,0.07,-0.18,-0.19,4.03,3.69,3.69,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"785",0.3,0.31,-0.18,0.11,NA,3.4,2.95,"Granulicella","Acidobacteriaceae (Subgroup 1)","Acidobacteria","Acidobacteriae","Acidobacteriales"
"1165",0.24,0.28,-0.18,-0.14,4.11,3.95,NA,"Candidatus Solibacter","Solibacteraceae","Acidobacteria","Acidobacteriae","Solibacterales"
"58",NA,NA,-0.18,-0.13,NA,NA,NA,NA,"Sandaracinaceae","Myxococcota","Polyangia","Polyangiales"
"182",0.17,0.26,-0.18,-0.13,NA,NA,1.79,NA,"env.OPS 17","Bacteroidota","Bacteroidia","Sphingobacteriales"
"1448",0.19,0.26,-0.18,-0.08,NA,3.78,NA,NA,"Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1290",0.25,0.25,-0.18,-0.03,NA,3.53,NA,"Solirubrobacter","Solirubrobacteraceae","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"561",0.16,0.11,-0.18,0.09,NA,3.45,3.85,"Haliangium","Haliangiaceae","Myxococcota","Polyangia","Haliangiales"
"1198",0.25,0.31,-0.18,-0.04,3.73,4.12,3.73,"Stenotrophobacter","Blastocatellaceae","Acidobacteria","Blastocatellia","Blastocatellales"
"1455",0.1,0.03,-0.18,0.11,3,3.07,3.61,"Janthinobacterium","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1509",0.21,0.24,-0.18,-0.28,NA,3.42,3.3,NA,NA,"Actinobacteria","Actinobacteria","Frankiales"
"914",0.15,0.25,-0.19,0.08,NA,2.48,3.56,"Niastella","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1210",0.2,0.24,-0.19,0.14,NA,NA,NA,NA,"67-14","Actinobacteria","Thermoleophilia","Solirubrobacterales"
"460",0.27,0.29,-0.19,0.06,NA,3.18,NA,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"1392",0.07,0.05,-0.19,-0.15,NA,NA,NA,"Romboutsia","Peptostreptococcaceae","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"1021",0.15,0.23,-0.19,-0.18,NA,3.95,NA,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"577",0.08,0.15,-0.19,-0.24,2.86,3.75,3.69,NA,"Nitrososphaeraceae","Crenarchaeota","Nitrososphaeria","Nitrososphaerales"
"1004",0.08,0.07,-0.19,-0.14,3.73,3.64,3.95,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"819",0.28,0.33,-0.19,0.12,NA,4.49,3.54,"Pedobacter","Sphingobacteriaceae","Bacteroidota","Bacteroidia","Sphingobacteriales"
"238",0.04,0.01,-0.19,-0.13,3.56,3.95,3.87,NA,NA,"Acidobacteria","Acidobacteriae","Subgroup 2"
"1636",0.05,0.05,-0.19,-0.19,NA,3.74,3.91,NA,NA,"Chloroflexi","KD4-96",NA
"968",0.1,0.16,-0.19,-0.14,NA,2.89,1.95,"Taibaiella","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1460",0.14,0.09,-0.19,-0.15,3.93,4.02,4.46,"Massilia","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"813",0.23,0.23,-0.19,0.18,NA,3.54,3.04,"Pedobacter","Sphingobacteriaceae","Bacteroidota","Bacteroidia","Sphingobacteriales"
"1557",0.19,0.23,-0.19,0.04,NA,NA,NA,"Ellin6067","Nitrosomonadaceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1009",0.15,0.22,-0.19,-0.17,NA,2.4,NA,"Gemmatimonas","Gemmatimonadaceae","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales"
"1447",0.32,0.39,-0.19,0.19,NA,3.92,3.76,"Oxalicibacterium","Oxalobacteraceae","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"775",0.09,0.12,-0.19,-0.17,3,2.94,NA,"possible genus 04","Fibrobacteraceae","Fibrobacterota","Fibrobacteria","Fibrobacterales"
"1630",0.24,0.18,-0.19,0.2,NA,3.22,NA,"Bacillus","Bacillaceae","Firmicutes","Bacilli","Bacillales"
"681",0.2,0.22,-0.2,-0.07,4.01,3.25,4.13,"Pseudolabrys","Xanthobacteraceae","Proteobacteria","Alphaproteobacteria","Rhizobiales"
"451",0.28,0.32,-0.2,0.01,NA,3.48,NA,"Chthoniobacter","Chthoniobacteraceae","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales"
"979",0.28,0.28,-0.2,0.03,NA,2.46,2.07,"Edaphobaculum","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"967",0.2,0.25,-0.2,0.03,NA,NA,NA,"Edaphobaculum","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"952",0.3,0.35,-0.2,-0.08,NA,3.43,NA,"Parafilimonas","Chitinophagaceae","Bacteroidota","Bacteroidia","Chitinophagales"
"1635",0.2,0.29,-0.2,-0.08,NA,3,NA,NA,NA,"Chloroflexi","KD4-96",NA
"1496",0.25,0.28,-0.2,0.03,NA,4.05,3.82,NA,"Microbacteriaceae","Actinobacteria","Actinobacteria","Micrococcales"
"162",0.24,0.3,-0.2,-0.1,3.08,3.15,3.15,NA,"Gemmataceae","Planctomycetota","Planctomycetes","Gemmatales"
"55",0.03,NA,-0.2,-0.26,NA,4.33,3.66,NA,NA,"Methylomirabilota","Methylomirabilia","Rokubacteriales"
"807",0.29,0.28,-0.2,0.15,3.54,4.98,NA,"Flavobacterium","Flavobacteriaceae","Bacteroidota","Bacteroidia","Flavobacteriales"
