community,ASV_id,LogAbundance_HighControl,LogAbundance_MidControl,LogAbundance_LowControl,weight_warmed_gradient,weight_warmed_experiment,weight_cooled_gradient,weight_cooled_experiment,Genus,Family,Phylum,Class,Order
bacteria and archaea,487,3.37,4.47,NA,-0.15,-0.05,0.32,NA,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,1598,3.26,4.51,NA,-0.27,-0.16,0.32,NA,Lechevalieria,Pseudonocardiaceae,Actinobacteria,Actinobacteria,Pseudonocardiales
bacteria and archaea,1660,3.47,4.22,3.14,-0.34,-0.26,0.32,-0.24,NA,NA,Chloroflexi,KD4-96,NA
bacteria and archaea,1101,4.09,4.32,3.04,-0.33,-0.21,0.32,-0.42,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,455,3.74,4.22,3.01,-0.35,-0.2,0.32,-0.31,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,1479,3.91,4.53,3.86,-0.26,-0.04,0.32,-0.35,Blastococcus,Geodermatophilaceae,Actinobacteria,Actinobacteria,Frankiales
bacteria and archaea,715,3.28,2.84,3.09,-0.39,-0.27,0.31,-0.33,NA,Rhizobiales Incertae Sedis,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1410,4.47,3.36,NA,-0.28,-0.23,0.31,NA,GOUTA6,Nitrosomonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,276,5.34,4.66,3.76,-0.41,-0.31,0.31,-0.22,NA,NA,Cyanobacteria,Cyanobacteriia,Chloroplast
bacteria and archaea,1007,4.67,4.55,4.2,-0.24,0.04,0.31,-0.38,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,251,3.4,3.41,NA,-0.1,0.06,0.31,NA,NA,Micromonosporaceae,Actinobacteria,Actinobacteria,Micromonosporales
bacteria and archaea,301,4.66,4.26,4.05,-0.28,-0.07,0.31,-0.24,NA,Vicinamibacteraceae,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,752,4.74,4.45,4.61,-0.16,-0.01,0.31,-0.06,Haliangium,Haliangiaceae,Myxococcota,Polyangia,Haliangiales
bacteria and archaea,1596,3.72,4.18,NA,-0.16,-0.01,0.31,-0.21,Pseudonocardia,Pseudonocardiaceae,Actinobacteria,Actinobacteria,Pseudonocardiales
bacteria and archaea,1571,3.81,3.64,3.46,-0.38,-0.23,0.3,-0.26,NA,A21b,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,94,3.61,NA,NA,-0.36,-0.34,0.3,-0.14,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,456,4.05,4.28,3,-0.33,-0.17,0.3,-0.31,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,837,4.39,4.33,4.17,-0.25,-0.18,0.3,0.03,Ellin6055,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,369,3.2,3.04,NA,-0.32,-0.21,0.3,-0.29,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,591,3.44,3.09,2.77,-0.28,-0.24,0.3,0.11,NA,NA,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1524,3.86,NA,NA,-0.4,-0.38,0.3,-0.24,NA,A21b,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1547,3.3,3.37,NA,-0.54,-0.46,0.3,-0.29,NA,SC-I-84,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1427,4.56,4.7,NA,-0.28,-0.23,0.3,-0.05,Piscinibacter,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1063,4.32,4.52,3.78,-0.08,0.17,0.3,-0.09,RB41,Pyrinomonadaceae,Acidobacteria,Blastocatellia,Pyrinomonadales
bacteria and archaea,889,3.11,3.1,2.99,-0.35,-0.31,0.3,-0.16,NA,NA,Proteobacteria,Alphaproteobacteria,NA
bacteria and archaea,1507,3.58,4.18,3.72,-0.25,0,0.3,-0.16,Actinocorallia,Thermomonosporaceae,Actinobacteria,Actinobacteria,Streptosporangiales
bacteria and archaea,70,3.24,3.34,NA,-0.33,-0.16,0.3,-0.08,Phaselicystis,Phaselicystidaceae,Myxococcota,Polyangia,Polyangiales
bacteria and archaea,285,3.37,NA,3.09,-0.26,-0.15,0.3,-0.16,NA,NA,Acidobacteria,Holophagae,Subgroup 7
bacteria and archaea,1587,4.41,NA,NA,-0.26,-0.25,0.3,0.13,Mycobacterium,Mycobacteriaceae,Actinobacteria,Actinobacteria,Corynebacteriales
bacteria and archaea,597,4.82,3.84,3.56,-0.47,-0.38,0.3,-0.4,NA,NA,Proteobacteria,Alphaproteobacteria,Elsterales
bacteria and archaea,1143,2.96,2.33,2.65,-0.15,0.02,0.3,-0.18,NA,Gimesiaceae,Planctomycetota,Planctomycetes,Planctomycetales
bacteria and archaea,287,4.01,NA,3.4,-0.4,-0.3,0.29,-0.16,NA,NA,Acidobacteria,Holophagae,Subgroup 7
bacteria and archaea,290,3.57,3.57,3.22,-0.11,0.16,0.29,-0.18,NA,NA,Acidobacteria,Holophagae,Subgroup 7
bacteria and archaea,257,4.75,NA,NA,-0.24,-0.15,0.29,NA,Opitutus,Opitutaceae,Verrucomicrobiota,Verrucomicrobiae,Opitutales
bacteria and archaea,1128,3.71,NA,NA,-0.21,-0.12,0.29,NA,NA,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,631,4.19,4.7,NA,-0.27,-0.17,0.29,-0.24,NA,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,57,4.28,3.55,NA,-0.36,-0.32,0.29,-0.19,NA,NA,Methylomirabilota,Methylomirabilia,Rokubacteriales
bacteria and archaea,778,5.12,4.73,4.64,-0.35,-0.28,0.29,-0.42,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,463,3.45,3.09,3.14,-0.17,-0.05,0.29,-0.03,Candidatus Xiphinematobacter,Xiphinematobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,194,4.07,4.07,2.43,-0.38,-0.29,0.29,-0.1,NA,Mitochondria,Proteobacteria,Alphaproteobacteria,Rickettsiales
bacteria and archaea,1299,3.11,3.36,NA,-0.15,-0.08,0.29,-0.14,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1076,5.26,4.47,4.43,-0.42,-0.33,0.29,-0.37,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,493,4.31,4.3,4.64,-0.26,-0.08,0.29,0.01,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,1100,3.78,4.1,3.31,-0.4,-0.4,0.29,-0.28,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,671,3.45,3.28,3.22,-0.06,-0.02,0.29,-0.14,Acidisoma,Acetobacteraceae,Proteobacteria,Alphaproteobacteria,Acetobacterales
bacteria and archaea,1068,3.77,NA,NA,-0.28,-0.23,0.29,NA,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,225,3.53,3.53,3.56,-0.21,-0.19,0.28,0.2,NA,NA,Actinobacteria,MB-A2-108,NA
bacteria and archaea,1127,3.49,4.06,3.62,-0.19,0.06,0.28,-0.26,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,72,3.85,3.69,3.6,-0.38,-0.35,0.28,-0.23,Phaselicystis,Phaselicystidaceae,Myxococcota,Polyangia,Polyangiales
bacteria and archaea,398,3.15,3.16,2.71,0,0.18,0.28,-0.03,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,9,3.23,2.83,2.57,-0.46,-0.47,0.28,-0.17,NA,NA,Latescibacterota,NA,NA
bacteria and archaea,1301,3.45,3.15,3.11,-0.33,-0.34,0.28,-0.17,Gaiella,Gaiellaceae,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,191,3.39,2.94,3.23,-0.36,-0.29,0.28,-0.25,NA,NA,RCP2-54,NA,NA
bacteria and archaea,1653,3.97,3.78,3.33,-0.35,-0.21,0.28,-0.43,NA,NA,Chloroflexi,Gitt-GS-136,NA
bacteria and archaea,122,3.1,3.07,2.61,-0.13,-0.09,0.28,-0.15,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,704,3.6,3.64,3.15,-0.34,-0.24,0.28,-0.2,Labrys,Labraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1188,2.83,3.7,NA,-0.18,-0.02,0.28,-0.2,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,1371,3.5,2.86,2.77,-0.34,-0.23,0.28,-0.15,JG30a-KF-32,Ktedonobacteraceae,Chloroflexi,Ktedonobacteria,Ktedonobacterales
bacteria and archaea,1167,3.73,3.64,3.83,-0.51,-0.51,0.28,-0.2,Bryobacter,Bryobacteraceae,Acidobacteria,Acidobacteriae,Bryobacterales
bacteria and archaea,797,3.83,NA,NA,-0.11,-0.12,0.28,NA,NA,NA,Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,1107,4.31,4.49,3.72,-0.2,-0.17,0.28,-0.27,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,447,2.9,2.93,2.08,-0.3,-0.19,0.27,-0.23,Chthoniobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,406,3.76,3.25,NA,-0.1,0.04,0.27,-0.15,Ellin517,Pedosphaeraceae,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales
bacteria and archaea,77,3.43,4.17,NA,-0.16,-0.19,0.27,NA,NA,BIrii41,Myxococcota,Polyangia,Polyangiales
bacteria and archaea,1086,3.91,4.04,NA,-0.12,-0.02,0.27,NA,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,604,3.65,3.72,2.97,-0.02,0.19,0.27,-0.19,NA,NA,Proteobacteria,Alphaproteobacteria,Elsterales
bacteria and archaea,119,3.44,NA,NA,-0.05,0.09,0.27,-0.08,Zavarzinella,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,622,3.72,3.35,2.89,-0.31,-0.32,0.27,-0.27,NA,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1416,3.26,4.33,NA,-0.39,-0.31,0.27,0.02,Kribbella,Nocardioidaceae,Actinobacteria,Actinobacteria,Propionibacteriales
bacteria and archaea,1067,4.38,4.95,4.31,-0.08,0.06,0.27,-0.01,RB41,Pyrinomonadaceae,Acidobacteria,Blastocatellia,Pyrinomonadales
bacteria and archaea,333,3.53,NA,NA,-0.26,-0.18,0.27,-0.24,NA,NA,RCP2-54,NA,NA
bacteria and archaea,307,4,4.74,NA,-0.4,-0.27,0.27,-0.3,NA,Vicinamibacteraceae,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,24,2.88,2.98,2.6,-0.21,-0.13,0.27,-0.19,NA,NA,Actinobacteria,Acidimicrobiia,Microtrichales
bacteria and archaea,1450,4.02,4.2,4.23,-0.14,0,0.27,-0.06,Noviherbaspirillum,Oxalobacteraceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1535,3.81,3.31,2.81,-0.35,-0.24,0.27,-0.2,IS-44,Nitrosomonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,628,4.15,4.45,3.96,-0.19,-0.13,0.27,-0.2,Rhodoplanes,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,43,4.61,NA,NA,-0.29,-0.24,0.27,0.09,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,1017,3.93,4.42,NA,-0.19,-0.09,0.27,-0.16,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,999,3.18,3.81,NA,-0.1,0.02,0.27,-0.25,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,730,4.1,3.97,4.16,-0.07,0.04,0.27,-0.16,NA,Micropepsaceae,Proteobacteria,Alphaproteobacteria,Micropepsales
bacteria and archaea,1425,4.34,4.16,3.87,-0.14,0.02,0.26,-0.24,Rhizobacter,Comamonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1465,4.24,NA,NA,-0.45,-0.41,0.26,-0.09,NA,Microbacteriaceae,Actinobacteria,Actinobacteria,Micrococcales
bacteria and archaea,981,4.97,5.16,4.7,-0.23,0.03,0.26,-0.43,NA,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,1043,3.98,NA,NA,-0.21,-0.19,0.26,0.06,RB41,Pyrinomonadaceae,Acidobacteria,Blastocatellia,Pyrinomonadales
bacteria and archaea,567,3.84,3.92,3.34,-0.08,0.12,0.26,-0.28,Haliangium,Haliangiaceae,Myxococcota,Polyangia,Haliangiales
bacteria and archaea,1505,3.02,3.35,NA,-0.03,0.06,0.26,-0.09,Crossiella,Pseudonocardiaceae,Actinobacteria,Actinobacteria,Pseudonocardiales
bacteria and archaea,1554,3.18,3.05,NA,-0.39,-0.23,0.26,-0.25,Ellin6067,Nitrosomonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1550,3.45,3.69,2.96,0,0.16,0.26,-0.17,NA,A21b,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,416,3.89,3.78,3.18,-0.39,-0.47,0.26,-0.18,ADurb.Bin063-1,Pedosphaeraceae,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales
bacteria and archaea,518,3.99,4.48,NA,-0.04,0.12,0.26,NA,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,193,4.31,3.53,3.4,-0.41,-0.33,0.26,-0.35,NA,NA,RCP2-54,NA,NA
bacteria and archaea,539,3.11,3.32,2.76,-0.1,-0.01,0.26,-0.21,NA,WD2101 soil group,Planctomycetota,Phycisphaerae,Tepidisphaerales
bacteria and archaea,1036,4.33,4.57,3.69,-0.31,-0.21,0.26,-0.3,RB41,Pyrinomonadaceae,Acidobacteria,Blastocatellia,Pyrinomonadales
bacteria and archaea,675,3.62,3.72,3.26,-0.06,0.12,0.26,-0.28,NA,Acetobacteraceae,Proteobacteria,Alphaproteobacteria,Acetobacterales
bacteria and archaea,270,3.66,NA,NA,-0.21,-0.17,0.26,NA,NA,Roseiflexaceae,Chloroflexi,Chloroflexia,Chloroflexales
bacteria and archaea,1647,3.9,3.08,2.28,-0.48,-0.41,0.25,-0.36,NA,Microscillaceae,Bacteroidota,Bacteroidia,Cytophagales
bacteria and archaea,1108,5.39,5.15,4.69,-0.2,-0.15,0.25,-0.1,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,726,3.27,3.81,2.71,-0.28,-0.15,0.25,-0.31,NA,Micropepsaceae,Proteobacteria,Alphaproteobacteria,Micropepsales
bacteria and archaea,375,3.46,3.56,3.48,-0.18,-0.02,0.25,-0.18,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,1614,3.14,3.44,NA,-0.12,0,0.25,0.14,Nocardioides,Nocardioidaceae,Actinobacteria,Actinobacteria,Propionibacteriales
bacteria and archaea,525,5.81,5.29,5.15,-0.17,-0.12,0.25,-0.3,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,1568,2.81,3.75,NA,-0.26,-0.19,0.25,-0.16,NA,SC-I-84,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,515,3.64,4.42,NA,0.03,0.15,0.25,NA,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,581,4.74,2.77,NA,-0.25,-0.33,0.25,-0.25,NA,NA,Planctomycetota,Planctomycetes,Planctomycetales
bacteria and archaea,1368,3.7,3.42,2.87,-0.41,-0.26,0.25,-0.37,NA,NA,Chloroflexi,AD3,NA
bacteria and archaea,583,3.6,3.83,2.83,-0.32,-0.16,0.25,-0.28,NA,NA,Planctomycetota,Planctomycetes,Planctomycetales
bacteria and archaea,1179,4.28,4.39,4.23,-0.29,-0.12,0.25,-0.37,Candidatus Solibacter,Solibacteraceae,Acidobacteria,Acidobacteriae,Solibacterales
bacteria and archaea,145,3.44,3.66,NA,-0.29,-0.36,0.25,NA,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,1351,3.77,4.23,4.11,-0.35,-0.22,0.25,-0.21,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,444,3.95,4.03,3.14,-0.3,-0.28,0.25,-0.11,NA,Pedosphaeraceae,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales
bacteria and archaea,571,3.26,3.4,NA,-0.02,0.07,0.25,-0.2,Haliangium,Haliangiaceae,Myxococcota,Polyangia,Haliangiales
bacteria and archaea,593,4.4,4.13,3.76,-0.34,-0.15,0.25,-0.37,NA,URHD0088,Proteobacteria,Alphaproteobacteria,Elsterales
bacteria and archaea,1657,4.34,4.65,3.77,-0.38,-0.3,0.25,-0.23,NA,NA,Chloroflexi,KD4-96,NA
bacteria and archaea,693,3.84,3.14,3.04,-0.19,-0.12,0.25,-0.13,Phenylobacterium,Caulobacteraceae,Proteobacteria,Alphaproteobacteria,Caulobacterales
bacteria and archaea,372,3.33,3.48,3.67,-0.18,-0.04,0.25,-0.5,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,158,2.38,3.44,3.61,-0.08,0,0.24,-0.23,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,774,3.32,3.1,2.85,-0.24,-0.1,0.24,-0.29,Pirellula,Pirellulaceae,Planctomycetota,Planctomycetes,Pirellulales
bacteria and archaea,472,4.71,4.19,NA,-0.23,-0.15,0.24,-0.16,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,558,3.41,3.45,3.04,-0.21,-0.16,0.24,-0.14,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,137,3.61,3.4,NA,-0.16,-0.08,0.24,-0.08,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,602,3.75,3.83,3.51,-0.28,-0.28,0.24,-0.2,NA,NA,Proteobacteria,Alphaproteobacteria,Elsterales
bacteria and archaea,658,4.75,4.85,4.15,-0.29,-0.07,0.24,-0.44,Afipia,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,306,3.52,3.82,3.88,-0.13,-0.06,0.24,-0.16,NA,Vicinamibacteraceae,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,763,4.09,3.99,NA,-0.18,-0.09,0.24,-0.08,Rhodanobacter,Rhodanobacteraceae,Proteobacteria,Gammaproteobacteria,Xanthomonadales
bacteria and archaea,126,3.3,3.33,NA,-0.17,-0.04,0.24,-0.15,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,479,3.57,4.19,NA,-0.22,-0.1,0.24,-0.21,Chthoniobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,776,3.11,3.06,3.5,-0.11,-0.14,0.24,0.02,Acidipila,Acidobacteriaceae (Subgroup 1),Acidobacteria,Acidobacteriae,Acidobacteriales
bacteria and archaea,33,4.19,4.56,4.01,-0.08,0.14,0.24,-0.2,Pseudonocardia,Pseudonocardiaceae,Actinobacteria,Actinobacteria,Pseudonocardiales
bacteria and archaea,714,3.59,4.12,3.81,-0.21,-0.14,0.24,-0.19,Methylocapsa,Beijerinckiaceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1061,3.76,3.96,NA,-0.15,0.02,0.24,-0.05,RB41,Pyrinomonadaceae,Acidobacteria,Blastocatellia,Pyrinomonadales
bacteria and archaea,732,3.71,3.29,3.4,-0.35,-0.31,0.24,-0.32,NA,KF-JG30-B3,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,245,2.34,3.04,2.72,-0.21,-0.01,0.24,-0.32,NA,NA,Actinobacteria,MB-A2-108,NA
bacteria and archaea,429,6.4,6.3,5.96,-0.26,-0.1,0.24,-0.37,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,1274,4.18,4.52,4.19,-0.07,-0.01,0.23,-0.11,NA,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1065,4.37,NA,NA,-0.26,-0.19,0.23,-0.23,RB41,Pyrinomonadaceae,Acidobacteria,Blastocatellia,Pyrinomonadales
bacteria and archaea,1559,4.41,NA,NA,-0.32,-0.26,0.23,-0.26,Ellin6067,Nitrosomonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,680,3.25,3.73,2.77,-0.22,-0.15,0.23,-0.19,Pseudolabrys,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1014,NA,3.95,NA,-0.05,0.15,0.23,NA,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,833,NA,3.66,NA,-0.08,0.11,0.23,NA,Novosphingobium,Sphingomonadaceae,Proteobacteria,Alphaproteobacteria,Sphingomonadales
bacteria and archaea,1328,NA,4.05,NA,-0.05,0.16,0.23,NA,NA,NA,Actinobacteria,Thermoleophilia,Gaiellales
bacteria and archaea,1016,3.94,NA,NA,0,0.13,0.23,-0.14,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,1296,4.08,3.87,NA,-0.05,0.07,0.23,0.02,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,205,4.2,4.69,4.06,-0.12,0.05,0.23,-0.08,NA,Micromonosporaceae,Actinobacteria,Actinobacteria,Micromonosporales
bacteria and archaea,923,4,4.4,4.3,-0.13,-0.01,0.23,-0.02,NA,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,1619,5.04,5.02,4.56,-0.17,0.07,0.23,-0.33,NA,NA,Chloroflexi,KD4-96,NA
bacteria and archaea,1533,2.84,3.52,2.46,-0.42,-0.28,0.23,-0.39,NA,NA,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,465,3.24,3.12,NA,-0.14,0.06,0.23,-0.07,LD29,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,1008,4.28,4.42,NA,-0.12,-0.01,0.23,-0.08,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales
bacteria and archaea,271,3.43,3.56,NA,-0.07,0.04,0.23,-0.01,NA,Roseiflexaceae,Chloroflexi,Chloroflexia,Chloroflexales
bacteria and archaea,960,NA,4.17,NA,-0.18,NA,0.23,-0.2,Ferruginibacter,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,1073,3.52,3.21,NA,-0.39,-0.29,0.23,-0.07,NA,NA,Acidobacteria,Subgroup 5,NA
bacteria and archaea,911,4.63,4.67,4.32,-0.14,-0.09,0.23,-0.06,NA,Chitinophagaceae,Bacteroidota,Bacteroidia,Chitinophagales
bacteria and archaea,648,3.09,NA,NA,-0.09,-0.04,0.23,-0.13,Bradyrhizobium,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,1285,3.22,3.94,NA,-0.07,0.09,0.23,NA,Conexibacter,Solirubrobacteraceae,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,192,3.92,3.38,3.29,-0.28,-0.19,0.23,-0.24,NA,NA,RCP2-54,NA,NA
bacteria and archaea,1383,2.86,2.8,NA,-0.11,-0.05,0.23,0.05,NA,NA,Armatimonadota,NA,NA
bacteria and archaea,1579,3.69,3.74,NA,-0.25,-0.11,0.23,-0.15,MND1,Nitrosomonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,1270,3.26,3.43,NA,-0.11,0.07,0.23,0.12,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1562,4.43,4.19,4.29,-0.19,-0.03,0.22,-0.15,Ellin6067,Nitrosomonadaceae,Proteobacteria,Gammaproteobacteria,Burkholderiales
bacteria and archaea,427,4.98,4.93,4,-0.23,-0.13,0.22,-0.23,Candidatus Udaeobacter,Chthoniobacteraceae,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales
bacteria and archaea,23,4.02,3.66,NA,-0.1,0.02,0.22,-0.07,NA,NA,Actinobacteria,Acidimicrobiia,Microtrichales
bacteria and archaea,303,2.38,2.96,3.07,-0.09,0.07,0.22,-0.27,Vicinamibacter,Vicinamibacteraceae,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,611,3.85,4.15,3.75,-0.1,0.02,0.22,-0.22,NA,Xanthobacteraceae,Proteobacteria,Alphaproteobacteria,Rhizobiales
bacteria and archaea,208,3.86,3.8,3.9,-0.08,0.06,0.22,-0.11,Actinoplanes,Micromonosporaceae,Actinobacteria,Actinobacteria,Micromonosporales
bacteria and archaea,1117,4.17,3.69,3.26,-0.17,-0.15,0.22,-0.06,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,1104,4.99,4.83,4.36,-0.33,-0.11,0.22,-0.39,NA,NA,Acidobacteria,Vicinamibacteria,Vicinamibacterales
bacteria and archaea,600,3.73,3.59,3.64,-0.27,-0.09,0.22,-0.37,NA,NA,Proteobacteria,Alphaproteobacteria,Elsterales
bacteria and archaea,1504,5.43,5.85,5.22,-0.01,0.23,0.22,-0.25,Blastococcus,Geodermatophilaceae,Actinobacteria,Actinobacteria,Frankiales
bacteria and archaea,124,3.03,3.24,NA,-0.25,-0.16,0.22,-0.14,NA,Gemmataceae,Planctomycetota,Planctomycetes,Gemmatales
bacteria and archaea,1394,3.88,3.33,3.47,-0.23,-0.2,0.22,0.02,NA,67-14,Actinobacteria,Thermoleophilia,Solirubrobacterales
bacteria and archaea,1191,NA,3.35,NA,-0.07,0.14,0.22,NA,JGI 0001001-H03,Blastocatellaceae,Acidobacteria,Blastocatellia,Blastocatellales
bacteria and archaea,1051,3.37,3.05,3.04,-0.18,0.04,0.22,0,RB41,Pyrinomonadaceae,Acidobacteria,Blastocatellia,Pyrinomonadales
